Республика Саха (Якутия), г. Якутск, Покровский тракт, 17 км.
694500, Сахалинская область, Южно-Курильский ГО, с.Менделеево, ул.Менделеева, 1
г.Томск, Никитина, 97
692183, Приморский край, Красноармейский р-н, пгт. Восток, ул. Молодежная, д. 1. Орган местного самоуправления.
